city,temperature,humidity,weather,wind_speed,pressure
Kainourgio,12.81,72,overcast clouds,2.68,1013
Kainourgio,11.8,88,light rain,0.49,1012
Ixia,17.05,65,scattered clouds,3.6,1016
Itháki,13.58,71,overcast clouds,6.34,1012
Itéa,10.34,89,overcast clouds,0.98,1014
Itea,12.53,82,overcast clouds,1.51,1013
Istiaia,9.74,95,overcast clouds,2.98,1013
Isthmia,12.38,77,overcast clouds,2.03,1013
Ystérnia,14.43,63,overcast clouds,3.01,1014
Nomós Irakleíou,13.5,57,scattered clouds,8.23,1014
Irakleio,15.26,67,scattered clouds,5.14,1013
Heraklion,19.78,52,scattered clouds,8.23,1013
Ippoforvíon,11.99,87,overcast clouds,3.09,1011
Íos,17.43,49,overcast clouds,3.58,1014
Ioannina,13.04,54,light rain,0.51,1011
Ioannina,13.86,54,scattered clouds,0.51,1011
Ilia Prefecture,11.61,65,light rain,3.12,1011
Igoumenitsa,13.86,71,light rain,1.54,1012
Ierapetra,15.92,62,overcast clouds,5.81,1015
Ydroussa,14.44,82,scattered clouds,3.6,1015
Hydra,12.03,85,overcast clouds,5.83,1013
Grizáno,10.79,84,overcast clouds,0.69,1014
Grammenitsa,14.42,66,overcast clouds,1.71,1012
Grammatikou,11.33,88,light rain,0.65,1012
Grammatiko,14.51,73,overcast clouds,5.57,1013
Gra Lygia,15.91,62,overcast clouds,5.56,1015
Graikós,8.18,87,overcast clouds,2.04,1012
Graikochóri,13.09,71,light rain,1.04,1012
Gouves,19.44,52,scattered clouds,8.23,1013
Gournes,19.96,52,scattered clouds,8.23,1013
Gouria,13.32,75,overcast clouds,3.26,1012
Goúmero,10.19,66,light rain,2.64,1011
Gónnoi,9.73,87,overcast clouds,2.21,1014
Gómfoi,11.04,84,overcast clouds,0.62,1014
Glyfada,16.14,69,scattered clouds,4.63,1014
Gazi,17.26,57,scattered clouds,8.23,1013
Gavalou,11.47,88,light rain,0.72,1012
Gastoúni,12.02,87,overcast clouds,3.09,1011
Gargaliánoi,12.23,79,overcast clouds,5.66,1011
Galatsi,15.46,68,scattered clouds,5.14,1014
Galatás,12.72,79,overcast clouds,4.92,1012
Galatas,12.17,85,overcast clouds,5.27,1013
Galatas,17.33,84,light rain,4.12,1013
Gaitani,12.97,88,broken clouds,2.06,1011
Phthiotis,13.67,81,overcast clouds,0.89,1013
Fri,17.04,63,few clouds,7.72,1015
Folégandros,14.98,58,overcast clouds,1.82,1014
Phocis,1.7,87,overcast clouds,1.23,1013
Fyteíes,11.43,74,overcast clouds,1.74,1012
Filoti,15.31,64,light rain,7.2,1014
Fylla,15.91,59,overcast clouds,4.2,1013
Filippiada,14.89,71,overcast clouds,1.49,1012
Filiatrá,14.54,72,overcast clouds,5.56,1011
Filiátes,12.27,75,light rain,1.91,1012
Fyli,14.4,68,scattered clouds,5.14,1013
Fíki,11.23,84,overcast clouds,0.49,1014
Farsala,9.94,94,overcast clouds,1.48,1014
Faros,16.11,59,overcast clouds,2.24,1013
Magoúla,11.46,79,broken clouds,1.15,1014
Falanna,12.43,75,overcast clouds,1.97,1013
Examilia,12.33,80,overcast clouds,1,1013
Euboea,13.28,78,overcast clouds,3.82,1013
Nomós Evrytanías,7.43,97,overcast clouds,1.92,1013
Syra,16.39,59,few clouds,5.14,1014
Ermioni,11.82,86,overcast clouds,4.85,1013
Erythres,13.62,80,overcast clouds,3.06,1013
Eretria,15.48,68,overcast clouds,3.8,1013
Eresós,14.46,68,overcast clouds,5.81,1014
Epitálio,12.38,64,broken clouds,1.79,1011
Ano Arhanes,14.57,57,scattered clouds,8.23,1013
Mpasiti,10.18,87,overcast clouds,0,1013
Emporeío,17.58,52,few clouds,6.17,1014
Embonas,14.07,57,scattered clouds,3.95,1015
Ellinikó,16.46,69,scattered clouds,4.63,1014
Elefsina,16.37,67,scattered clouds,5.14,1014
Eleousa,13.85,54,scattered clouds,0.51,1011
Elateia,11.53,72,overcast clouds,1.04,1013
Elassóna,11.56,73,overcast clouds,2.5,1013
Ekali,14.43,67,overcast clouds,4.47,1013
Voulgaréli,8.68,71,overcast clouds,1.36,1012
Drepano,11.54,87,overcast clouds,2.4,1013
Drafi,14.54,67,scattered clouds,4.63,1013
Domokos,9.25,93,overcast clouds,1.94,1014
Dodoni,12.35,54,light rain,0.51,1011
Dodecanese,18.45,59,few clouds,6.17,1015
Dístomo,9.37,82,overcast clouds,1.53,1013
Dimitsána,7.5,77,light rain,2.54,1012
Deskáti,5.46,88,overcast clouds,1.2,1014
Derveni,12.78,83,overcast clouds,2.21,1013
Delphi,4.68,86,overcast clouds,0.87,1013
Daratsos,17.48,84,light rain,4.12,1013
Bendevís,19.72,53,scattered clouds,8.23,1013
Rodopoli,13.68,68,overcast clouds,4.47,1013
Bafra,13.94,54,light rain,0.51,1011
Ágios Geórgios,10.55,88,overcast clouds,0.45,1013
Agios Vasileios,10.23,90,overcast clouds,1.13,1013
Agios Thomas,14.81,59,overcast clouds,2.24,1013
Ágios Stéfanos,13.87,68,overcast clouds,2.24,1013
Agios Spyridon,15,71,overcast clouds,1.45,1012
Agios Serafeim,12.79,70,overcast clouds,2.68,1013
Agios Nikolaos,16.12,60,overcast clouds,4.4,1013
Arkoúdi,11.79,87,overcast clouds,3.09,1011
Agios Nikolaos,15.72,56,overcast clouds,5.18,1014
Agios Konstantinos,12.1,83,overcast clouds,0.25,1012
Agios Kirykos,11.4,75,scattered clouds,6.82,1015
Agios Ioannis,13.83,54,scattered clouds,0.51,1011
Agios Dimitrios,12.8,66,overcast clouds,0.83,1012
Agios Dimitrios,15.95,69,scattered clouds,4.63,1014
Áyios Athanásios,11.88,88,light rain,0,1013
Ágios Andréas,12.2,89,overcast clouds,0.4,1013
Ágioi Déka,16.44,62,overcast clouds,4.53,1014
Agía Varvára,16.29,68,scattered clouds,5.14,1014
Agía Varvára,12.74,60,overcast clouds,5.13,1014
Agía Triáda,9.98,92,overcast clouds,3.54,1013
Agiásos,13.12,63,few clouds,3.6,1014
Ayía Paraskeví,15.62,64,scattered clouds,3.42,1014
Agía Paraskeví,14.99,67,scattered clouds,4.63,1013
Agia Marina,16.26,75,overcast clouds,8.11,1013
Agía Marína,15.13,70,broken clouds,7.08,1015
Agia Marina,17.63,84,light rain,4.12,1013
Agía Galíni,18.19,62,light rain,4.92,1014
Agiá,8.58,96,overcast clouds,2.42,1014
Attica,15.43,62,scattered clouds,5.14,1014
Atsipopoulo,15.07,65,overcast clouds,6.78,1014
Athens,16.19,68,scattered clouds,5.14,1014
Athikia,10.75,84,overcast clouds,0.76,1013
Atalanti,11.18,75,overcast clouds,0.67,1012
Ástros,12.18,89,overcast clouds,0.28,1013
Астипалея,15.65,66,scattered clouds,5.73,1014
Astakós,12.18,67,overcast clouds,3.54,1012
Assos,12.64,80,overcast clouds,1.34,1013
Aspropyrgos,16.24,66,scattered clouds,5.14,1014
Asopós,12.65,81,light rain,4.12,1013
Asopía,14.13,60,overcast clouds,4.21,1013
Asini,10.71,87,overcast clouds,1.55,1013
Asímion,13.8,61,overcast clouds,4.79,1014
Argyroúpoli,16.03,69,scattered clouds,4.63,1014
Argyropoúli,10.3,77,overcast clouds,1.38,1013
Nomós Ártas,14.56,66,overcast clouds,1.8,1012
Artesianó,10.82,86,overcast clouds,1.23,1014
Arta,14.83,66,overcast clouds,1.8,1012
Árma,14.57,60,overcast clouds,4.35,1013
Archontochóri,8.24,70,overcast clouds,1.99,1012
Olympia,12.64,65,light rain,3.78,1011
Old Corinth,12.66,78,overcast clouds,1.06,1013
Arkása,16.08,63,few clouds,7.72,1015
Arkalochóri,13.35,60,overcast clouds,6.58,1014
Arcadia,5.35,86,overcast clouds,1.59,1013
Áris,13.93,82,light intensity drizzle,3.09,1012
Aria,11.45,88,overcast clouds,1.43,1013
Argostoli,13.04,88,moderate rain,3.6,1011
Argos,11.12,92,overcast clouds,0.61,1013
Nomós Argolídos,10.45,91,overcast clouds,0.86,1013
Argalastí,12.48,81,overcast clouds,2.95,1013
Arfará,13.78,82,light intensity drizzle,3.09,1012
Araxos,12.03,87,light rain,1.54,1012
Arachova,4.67,86,overcast clouds,0.94,1013
Apollonia,13.58,64,overcast clouds,3.06,1014
Anthili,13.68,81,overcast clouds,0.89,1013
Anógeia,13.06,55,broken clouds,2.45,1013
Áno Sýros,15.7,59,few clouds,5.14,1014
Ano Mera,17.41,59,light rain,4.63,1014
Áno Liósia,15.43,67,scattered clouds,5.14,1013
Áno Lekhónia,11.55,79,overcast clouds,1.94,1013
Kopanáki,12.92,78,overcast clouds,3.88,1011
Áno Kastrítsi,9.01,82,overcast clouds,4.28,1012
Áno Kalentíni,11.76,68,overcast clouds,1.51,1012
Anoixi,14.29,67,overcast clouds,4.47,1013
Megalochori,12.78,77,overcast clouds,5.38,1013
Angidia,17.41,44,few clouds,7.2,1014
Angelokastro,12.46,78,light rain,1.59,1012
Aneza,15.01,73,overcast clouds,1.62,1012
Andros,16.52,63,broken clouds,2.24,1014
Andravída,11.97,87,overcast clouds,3.09,1011
Antíparos,17.18,59,overcast clouds,6.69,1014
Antimácheia,17.9,59,few clouds,6.17,1015
Anávra,7.66,94,overcast clouds,1.4,1014
Anavra,7.44,89,overcast clouds,1.18,1013
Anavyssos,16.46,70,overcast clouds,8.09,1014
Anatoli,13.86,54,scattered clouds,0.51,1011
Paralia Milatou,16.84,54,overcast clouds,1.79,1013
Anáfi,15.31,74,overcast clouds,4.92,1014
Amorgós,14.11,66,broken clouds,5.1,1014
Amfissa,13.18,89,overcast clouds,0.63,1013
Amfilochía,11.85,74,overcast clouds,1.46,1012
Amfiklia,10.19,88,overcast clouds,0.99,1013
Ampelóna,12.47,76,overcast clouds,1.89,1013
Ampelokipoi,12.98,88,broken clouds,2.06,1011
Ampelakia,16.27,69,scattered clouds,5.14,1014
Marousi,15.11,67,scattered clouds,4.63,1013
Amarynthos,14.95,78,overcast clouds,3.98,1013
Amaliáda,11.7,87,overcast clouds,3.09,1011
Almyros,11.7,87,light rain,0,1013
Álli Meriá,11.23,92,overcast clouds,2.02,1013
Alivéri,14.67,78,overcast clouds,5.18,1013
Aliartos,11.12,88,overcast clouds,3.02,1013
Alfeioúsa,12.9,64,broken clouds,1.79,1011
Akrata,11.3,81,overcast clouds,2.69,1013
Akraifnía,11.09,88,overcast clouds,4.3,1013
Acharnes,15.44,67,scattered clouds,5.14,1013
Achaea,6.98,91,overcast clouds,0.45,1012
Aigeira,12.7,81,overcast clouds,2.66,1013
Aigio,12.36,80,overcast clouds,3.07,1013
Aegina,13.11,76,overcast clouds,7.2,1013
Aitoliko,12.93,78,overcast clouds,3.57,1012
Aitoloakarnania,9.29,87,light rain,1.14,1012
Aigáleo,16.31,67,scattered clouds,5.14,1014
Aianteio,16.05,63,scattered clouds,5.14,1014
Agrinio,11.78,85,overcast clouds,0.03,1012
Agriá,12.1,77,overcast clouds,1.63,1013
Agnanteró,11.54,78,overcast clouds,1.27,1014
Afrati,15.91,60,overcast clouds,4.28,1013
Adamantas,13.66,67,overcast clouds,2.93,1013
Zghartā,15.82,63,scattered clouds,3.54,1014
Zahle,8.39,54,overcast clouds,2.77,1013
Tripoli,16.51,60,few clouds,3.77,1014
Tyre,16.93,52,clear sky,3.58,1014
Sîr ed Danniyé,7.82,74,broken clouds,2.6,1015
Sidon,15.73,59,scattered clouds,3.23,1014
Ra’s Bayrūt,17.81,45,broken clouds,1.54,1014
Marjayoûn,12.3,60,overcast clouds,4.85,1014
Lebanon,8.05,63,overcast clouds,3.39,1014
Jounieh,17.77,67,scattered clouds,2.65,1014
Joubb Jannîne,9.62,59,broken clouds,2.98,1013
Byblos,16.22,65,light rain,2.74,1014
Jezzîne,9.68,70,broken clouds,2.74,1014
Mohafazat Mont-Liban,12.26,45,broken clouds,1.54,1014
Houra,12.64,58,overcast clouds,5.55,1014
Hâsbaïya,12.19,59,broken clouds,3.4,1014
Halba,16.71,52,few clouds,3.52,1014
Habboûch,13.52,61,broken clouds,4.93,1014
Bcharré,6.74,84,overcast clouds,2.14,1015
Bent Jbaïl,13.82,54,overcast clouds,3.59,1014
Bhamdoun,8.89,70,broken clouds,1.54,1014
Bhamdoun,8.51,70,broken clouds,1.54,1014
Beït ed Dîne,10.64,70,broken clouds,1.54,1014
Beyrouth,17.44,45,broken clouds,1.54,1014
Beirut,17.41,45,broken clouds,1.54,1014
Baalbek,8.22,58,light rain,4,1014
Baabda,16.43,45,broken clouds,1.54,1014
Ain Ebel,13.76,54,overcast clouds,3.59,1014
Mohafazat Liban-Nord,13.59,74,broken clouds,2.88,1015
Nabatîyé et Tahta,13.16,61,broken clouds,5.37,1014
Amioûn,14.61,65,scattered clouds,3.45,1014
Jdaidet el Matn,17.88,45,broken clouds,1.54,1014
South Governorate,15.6,56,few clouds,4.2,1014
El Hermel,10.24,55,overcast clouds,3.48,1014
Mohafazat Béqaa,10.19,58,overcast clouds,3.23,1013
Batroûn,16.69,58,few clouds,3.09,1014
Aaley,12.37,45,broken clouds,1.54,1014
Shūkat aş Şūfī,17.77,54,clear sky,7.18,1015
Rafah,17.86,55,clear sky,7.25,1015
An Nuşayrāt,17.85,58,clear sky,7.3,1014
Khuzā‘ah,17.8,53,clear sky,7.19,1015
Khan Yunis,17.75,55,clear sky,7.24,1015
Jabalia,17.67,57,clear sky,7.06,1014
Gaza Strip,17.88,57,clear sky,7.31,1014
Gaza,17.74,57,clear sky,7.23,1014
Deir el-Balah,17.88,57,clear sky,7.31,1014
Beit Lahia,17.57,58,clear sky,6.88,1014
Bayt Ḩānūn,17.73,56,clear sky,7.02,1014
Banī Suhaylā,17.7,55,clear sky,7.24,1015
Al Fukhkhārī,17.8,54,clear sky,7.19,1015
Al Burayj,17.78,55,clear sky,7.36,1014
‘Abasān al Kabīrah,17.7,55,clear sky,7.24,1015
Jerusalem,14.28,67,clear sky,1.34,1014
Zubūbah,18.1,44,clear sky,3.5,1013
Zaytā,15.23,55,light rain,0.69,1013
Zaytā Jammā‘īn,12.89,58,light rain,4.8,1014
Zawātā,12.97,68,light rain,2.15,1014
Za‘tarah,13.45,61,clear sky,7.86,1014
Yuta,12.57,62,scattered clouds,8.88,1014
Yatmā,12.14,72,light rain,4.47,1014
Yāsūf,12.1,73,light rain,4.95,1014
Yāşīd,13.77,62,light rain,0.82,1014
Ya‘bad,16.29,51,light rain,2.78,1013
Wādī Fūkīn,15.71,67,scattered clouds,8.18,1014
‘Ūrīf,12.2,58,light rain,4.31,1014
Ūdalah,12.44,71,light rain,3.86,1014
Turmus‘ayyā,11.46,70,light rain,4.78,1014
Tulkarm,15.16,58,light rain,1.77,1014
Ţūbās,15.08,57,light rain,1.93,1014
Tayāsīr,14.39,55,light rain,2.03,1014
Tarqūmyā,16.69,65,broken clouds,7.37,1014
Ţammūn,15.06,59,light rain,1.87,1014
Ţallūzah,14.02,63,light rain,1.35,1014
Till,11.8,58,light rain,2.89,1014
Talfīt,11.44,70,light rain,4.33,1014
Taffūḩ,14.78,65,broken clouds,7.82,1014
Şūrīf,16.48,67,scattered clouds,7.96,1014
Surdā,11.77,71,broken clouds,7.63,1014
Sīrīs,15.01,58,light rain,1.23,1014
Sinjil,10.68,72,light rain,5.53,1014
Silwād,11.6,71,broken clouds,6.38,1014
Sīlat az̧ Z̧ahr,13.53,63,light rain,0.77,1014
Sīlat al Ḩārithīyah,17.66,46,clear sky,3.36,1013
Sa‘īr,13.97,62,scattered clouds,9.24,1014
Shuqbā,17.27,63,scattered clouds,6.17,1014
Shūfah,13.81,58,light rain,2.19,1014
Şaydā,13.63,56,light rain,0.9,1013
Şarţah,13.41,58,light rain,1.34,1014
Şarrah,12.49,58,light rain,3.37,1014
Şānūr,14.27,60,light rain,0.88,1014
Sannīryā,14.29,58,light rain,6.17,1014
Sālim,13.15,64,light rain,2.05,1014
Salfīt,12.52,58,light rain,5.96,1014
Şaffā,17.28,64,scattered clouds,6.58,1014
Sabasţīyah,13.43,66,light rain,1.7,1014
Rummanah,18.1,44,clear sky,3.5,1013
Rūjayb,12.46,68,light rain,2.8,1014
Rās Karkar,16.4,67,broken clouds,6.9,1014
Rantīs,17.77,63,scattered clouds,6.17,1014
Rammūn,12.34,61,broken clouds,6.11,1014
Rāmīn,13.79,65,light rain,1.86,1014
Ramallah,14.77,67,scattered clouds,8.24,1014
Rāfāt,17.27,63,light rain,6.17,1014
Rāfāt,15.01,67,scattered clouds,8.24,1014
Rābā,14.69,53,light rain,2.17,1014
Quşrah,10.73,67,light rain,3.52,1014
Qūşīn,12.64,58,light rain,2.56,1014
Qiryat Arba‘,13.82,62,scattered clouds,9.09,1014
Qīrah,12.79,58,light rain,5.41,1014
Qibyah,17.6,63,scattered clouds,6.17,1014
Qaţanah,14.75,65,scattered clouds,7.79,1014
Qaryūt,10.74,70,light rain,4.33,1014
Qarāwat Banī Zayd,13.66,58,light rain,6.33,1014
Qarāwat Banī Ḩasan,13.39,58,light rain,1.34,1014
Qalqilyah,15.31,58,light rain,1.34,1014
Qalandiyā,15.01,67,scattered clouds,8.18,1014
Qaffīn,18,49,light rain,2.44,1013
Qabāţīyah,15.96,53,light rain,1.97,1013
Qabalān,11.67,70,light rain,3.85,1014
Nūbā,16.51,65,broken clouds,7.12,1014
Ni‘līn,17.6,63,scattered clouds,6.17,1014
Nazlat ‘Īsá,17.78,52,light rain,1.62,1013
Har Adar,14.65,67,scattered clouds,1.79,1014
Naḩḩālīn,15.55,67,scattered clouds,8.34,1014
Nablus,12.14,69,light rain,2.58,1014
Mikhmās,13.56,61,scattered clouds,7.32,1014
Mislīyah,14.76,56,light rain,1.56,1014
Mirkah,16.18,54,light rain,1.99,1013
Banī Zayd ash Shārqīyah,12.82,58,light rain,6.33,1014
Maythalūn,14.27,60,light rain,0.88,1014
Maskiyyot,17.7,51,light rain,3.02,1014
Masḩah,13.99,58,light rain,6.17,1014
Mardā,12.89,58,light rain,5.41,1014
Majdal Banī Fāḑil,13.5,63,light rain,2.72,1014
Mādamā,12.44,72,light rain,3.62,1014
Al Lubban ash Sharqīyah,12.14,73,light rain,5.54,1014
Kufayrit,16.29,51,light rain,2.78,1013
Kifil Ḩāris,12.62,58,light rain,5.41,1014
Ar Ramāḑīn,13.58,62,light rain,7.85,1014
Qalqas,11.81,62,scattered clouds,9.16,1014
Imrīsh,12.28,65,broken clouds,7.84,1014
Marāḩ Rabbāḩ,14.78,66,few clouds,9.31,1014
Dayr al ‘Asal al Fawqā,13.87,65,broken clouds,7.61,1014
Bayt Ta‘mar,15.93,66,clear sky,8.62,1014
Bayt Ḩasan,16.26,55,light rain,2.41,1014
Bayt ‘Awwā,14.34,65,broken clouds,7.2,1014
Jannātah,16.12,66,clear sky,8.71,1014
Ash Shaykh Sa‘d,13.25,61,clear sky,1.79,1014
An Naşşārīyah,16.82,60,light rain,1.9,1014
Kharbathā al Mişbāḩ,17.6,66,scattered clouds,6.79,1014
Al Majd,14.12,65,broken clouds,7.42,1014
Karmah,12.38,65,broken clouds,8.15,1014
Al Burj,13.99,63,light rain,7.66,1014
Shuyūkh al ‘Arrūb,14.46,66,scattered clouds,9.11,1014
Khirbat Abū Falāḩ,12.34,69,light rain,5.17,1014
Kharbathā Banī Ḩārith,16.93,63,scattered clouds,6.17,1014
Khārās,16.53,65,broken clouds,7.12,1014
Khallat al Mayyah,12.49,58,scattered clouds,9.39,1014
Kūbar,15.54,70,broken clouds,7.03,1014
Kafr Zībād,14.03,58,light rain,3.66,1014
Kafr Thulth,14.08,58,light rain,1.34,1014
Kafr Şūr,14.04,58,light rain,2.98,1014
Kafr Rā‘ī,13.28,57,light rain,1.05,1013
Kafr Qūd,16.15,51,light rain,2.6,1013
Kafr Qallīl,12.48,68,light rain,2.8,1014
Kafr Qaddūm,13.28,58,light rain,3.52,1014
Kafr Mālik,11.92,69,broken clouds,5.52,1014
Kafr Jammāl,14.69,58,light rain,3.76,1014
Kafr Dān,17.35,48,light rain,2.83,1013
Kafr ‘Ayn,13.46,58,light rain,6.05,1014
Kafr al Labad,13.94,62,light rain,1.09,1014
Kafr ad Dīk,13.35,58,light rain,6.17,1014
Kafr ‘Abbūsh,13.89,58,light rain,3.66,1014
Jūrīsh,10.69,67,light rain,3.15,1014
Jūrat ash Sham‘ah,14.05,66,few clouds,9.19,1014
Al Judayyidah,15.01,58,light rain,1.23,1014
Jīt,12.64,58,light rain,3.37,1014
Jifnā,12.77,71,broken clouds,7.34,1014
Jayyūs,14.32,58,light rain,1.34,1014
Jenin,17.67,48,light rain,2.64,1013
Jammā‘īn,12.51,58,light rain,4.8,1014
Jalqamūs,16.41,49,light rain,2.41,1013
Jalbūn,15.82,46,clear sky,2.76,1013
Al Jalamah,18.01,45,clear sky,2.83,1013
Jaba‘,13.26,63,light rain,0.67,1014
Jaba‘,15.64,66,scattered clouds,7.51,1014
Immātīn,13.08,58,light rain,4.22,1014
‘Illār,14.38,56,light rain,0.9,1013
Iktābah,14.75,59,light rain,0.33,1013
Idhnā,13.69,65,broken clouds,7.23,1014
Ḩuwwārah,12.51,71,light rain,3.86,1014
Ḩūsān,14.77,66,few clouds,1.79,1014
Ḩizmā,13.27,61,few clouds,1.79,1014
Ḩāris,12.82,58,light rain,5.41,1014
Ḩalḩūl,13.45,63,scattered clouds,8.87,1014
Ḩajjah,13.28,58,light rain,3.52,1014
Ḩablah,15.31,58,light rain,6.17,1014
Far‘ūn,14.95,58,light rain,2.55,1014
Farkhah,12.11,58,light rain,5.9,1014
Faqqū‘ah,15.64,44,clear sky,2.65,1013
Faḩmah,15.01,57,light rain,1.16,1013
Dūrā al Qar‘,12.42,71,broken clouds,7.34,1014
Dūrā,11.22,65,broken clouds,7.99,1014
Domea,12.89,63,light rain,2.93,1014
Dhannābah,15.02,58,light rain,1.77,1014
Dayr Sharaf,13.81,68,light rain,2.56,1014
Dayr Qiddīs,16.8,63,scattered clouds,6.17,1014
Dayr Jarīr,11.44,68,broken clouds,5.84,1014
Dayr Istiyā,13.03,58,light rain,4.85,1014
Dayr Ibzī‘,16.45,66,broken clouds,7.17,1014
Dayr Dibwān,12.11,61,broken clouds,7.05,1014
Dayr Ballūţ,17.5,63,light rain,6.17,1014
Dayr as Sūdān,16.29,70,light rain,6.7,1014
Dayr al Ḩaţab,12.59,64,light rain,2.05,1014
Dayr al Ghuşūn,14.58,59,light rain,0.33,1013
Dayr Abū Mash‘al,16.47,63,scattered clouds,6.17,1014
Dayr Abū Ḑa‘īf,16.41,49,light rain,2.41,1013
Brūqīn,13.42,58,light rain,5.7,1014
Birqīn,16.46,51,light rain,2.45,1013
Burqah,12.43,63,light rain,0.77,1014
Burqah,15.17,66,scattered clouds,7.32,1014
Būrīn,11.49,70,light rain,3.23,1014
Budrus,17.82,66,scattered clouds,6.17,1014
Bīr Zayt,14.16,71,broken clouds,7.26,1014
Bīr Nabālā,15,66,scattered clouds,1.79,1014
Bil‘īn,17.33,63,scattered clouds,6.17,1014
Biddū,14.66,66,scattered clouds,1.79,1014
Bidyā,13.12,60,light rain,1.34,1014
Bazzāryah,12.08,63,light rain,0.92,1014
Bayt Wazan,11.56,68,light rain,2.15,1014
Bayt ‘Ūr at Taḩtā,17.22,66,scattered clouds,6.79,1014
Baytūnyā,14.05,64,scattered clouds,8.24,1014
Bayt Imrīn,12.62,66,light rain,1.38,1014
Bayt Sūrīk,14.69,66,scattered clouds,1.79,1014
Bayt Sīrā,17.76,66,scattered clouds,5.6,1014
Bayt Sāḩūr,16.03,66,clear sky,1.79,1014
Beit Ṣafāfā,15.12,66,few clouds,1.79,1014
Bayt Qād,17.51,47,light rain,2.5,1013
Bayt Liqyā,17.95,66,scattered clouds,6.79,1014
Bayt Līd,12.63,60,light rain,2.73,1014
Bethlehem,15.03,66,few clouds,1.79,1014
Bayt Kāḩil,14.43,64,broken clouds,8.56,1014
Bayt Jālā,14.84,66,few clouds,1.79,1014
Bayt ‘Anān,15.13,66,scattered clouds,7.62,1014
Baytīn,14.39,66,broken clouds,7.69,1014
Bayt Ūmmar,13.89,66,scattered clouds,8.71,1014
Al Ittiḩād,16,68,broken clouds,6.63,1014
Bayt Ībā,12.9,68,light rain,2.15,1014
Bayt Fūrīk,13.4,66,light rain,2.4,1014
Bayt Fajjār,13.84,66,scattered clouds,9.11,1014
Bayt Duqqū,15.19,64,scattered clouds,8.15,1014
Bayt Dajan,13.27,63,light rain,2.12,1014
Bayt Ūlā,16.36,65,broken clouds,7.37,1014
Baytā al Fawqā,11.6,69,light rain,3.33,1014
Battīr,14.86,66,few clouds,1.79,1014
Barţa‘ah ash Sharqīyah,16.95,47,light rain,3.29,1013
Bardalah,18.37,50,light rain,3.22,1014
Bāqah ash Sharqīyah,17.78,52,light rain,1.62,1013
Bāqat al Ḩaţab,12.45,60,light rain,3.6,1014
Banī Na‘īm,13.71,60,scattered clouds,9.38,1014
Balāţah,12.05,67,light rain,2.27,1014
Bal‘ā,12.74,59,light rain,0.11,1013
‘Azzūn,13.52,60,light rain,1.34,1014
Az Zāwiyah,13.67,60,light rain,6.17,1014
Az̧ Z̧āhirīyah,13.59,63,broken clouds,8.15,1014
Az Zabābidah,15.2,55,light rain,1.83,1014
‘Azmūţ,12.36,67,light rain,2.27,1014
‘Ayn Yabrūd,14.73,70,broken clouds,6.74,1014
‘Ayn ‘Arīk,15.7,66,broken clouds,7.66,1014
‘Aynabūs,12.1,71,light rain,3.86,1014
Usarin,10.71,70,light rain,3.85,1014
‘Awartā,11.75,69,light rain,3.33,1014
Aţ Ţūr,15.1,66,clear sky,1.79,1014
Aţ Ţīrah,15.39,66,scattered clouds,7.41,1014
‘Attīl,14.6,55,light rain,0.69,1013
Aţ Ţaybah,16.42,45,clear sky,3.73,1013
Aţ Ţaybah,11.68,68,broken clouds,5.84,1014
‘Aţārah,10.01,73,light rain,6.55,1014
As Sāwiyah,11.34,72,light rain,5.02,1014
As Samū‘,12.96,60,scattered clouds,8.98,1014
‘Aşīrah ash Shamālīyah,11.1,67,light rain,1.93,1014
‘Aşīrah al Qiblīyah,11.64,60,light rain,3.62,1014
Ash Shuyūkh,13.82,61,scattered clouds,9.33,1014
Ash Shuhadā’,16.46,51,light rain,2.45,1013
Arţās,15.38,66,clear sky,1.79,1014
Ar Rīḩīyah,12.57,62,scattered clouds,8.88,1014
‘Arrānah,17.38,45,clear sky,2.62,1013
Ar Rām wa Ḑāḩiyat al Barīd,15.01,66,scattered clouds,1.79,1014
‘Arrābah,16,54,light rain,2.04,1013
Jericho,18.67,61,light rain,1,1014
Al ‘Araqa,16.38,48,light rain,3.35,1013
‘Aqrabā,12.35,67,light rain,3.15,1014
‘Anzah,15.14,57,light rain,1.28,1013
An Nuway‘imah,18,61,few clouds,1.3,1014
An Nazlah ash Sharqīyah,17.09,53,light rain,1.83,1013
An Nāqūrah,12.59,66,light rain,1.7,1014
An Nabī Ilyās,14.21,60,light rain,1.34,1014
‘Anīn,16.42,45,clear sky,3.73,1013
‘Anātā,12.47,60,few clouds,1.79,1014
‘Anabtā,14.15,62,light rain,1.09,1014
Al Yāmūn,17.1,48,light rain,3.06,1013
Al Qubaybah,14.71,66,scattered clouds,1.79,1014
Al Mughayyir,16.17,51,light rain,2.29,1014
Al Mughayyir,12.88,66,light rain,4.18,1014
Al Midyah,17.82,66,scattered clouds,6.17,1014
Al Mazra‘ah ash Sharqīyah,11.08,72,light rain,5.98,1014
Az Zaytūnīyah,15.27,69,broken clouds,7.36,1014
Al Lubban al Gharbī,17.37,63,light rain,6.17,1014
Al Khaḑir,14.58,66,clear sky,1.79,1014
Hebron,13.86,62,scattered clouds,9.09,1014
Al Judayrah,15.29,66,scattered clouds,1.79,1014
Al Jīb,15.12,66,scattered clouds,1.79,1014
Al Jāniyah,16.4,67,broken clouds,6.9,1014
